Pair	Ka	Ks	Ka/Ks	SeqQ	SeqS
962	0.0000	0.0000	0.0010	Typhaang_comp49010_c2_seq1	Typhaang_comp49010_c2_seq3
963	0.0000	0.0000	0.4019	Typhaang_comp49029_c1_seq1	Typhaang_comp49029_c1_seq4
964	0.0000	0.0000	0.4019	Typhaang_comp49029_c1_seq1	Typhaang_comp49029_c1_seq2
965	0.0000	0.0000	0.4019	Typhaang_comp49029_c1_seq2	Typhaang_comp49029_c1_seq3
966	0.0000	0.0000	0.4019	Typhaang_comp49029_c1_seq3	Typhaang_comp49029_c1_seq4
967	0.0252	0.2763	0.0912	Typhaang_comp49033_c0_seq1	Typhaang_comp49033_c0_seq2
968	0.0370	0.4542	0.0814	Typhaang_comp49033_c0_seq1	Typhaang_comp49033_c0_seq3
969	0.0273	0.2362	0.1158	Typhaang_comp49033_c0_seq1	Typhaang_comp49033_c0_seq5
970	0.0116	0.5162	0.0226	Typhaang_comp49041_c0_seq1	Typhaang_comp49041_c0_seq3
971	0.0579	1.2678	0.0457	Typhaang_comp49044_c2_seq1	Typhaang_comp49044_c2_seq2
972	0.0083	0.3824	0.0216	Typhaang_comp49044_c2_seq1	Typhaang_comp49044_c2_seq3
973	0.0026	0.0000	99.0000	Typhaang_comp49050_c0_seq1	Typhaang_comp49050_c0_seq2
974	0.0000	0.0000	0.4019	Typhaang_comp49054_c0_seq1	Typhaang_comp49054_c0_seq2
975	0.0587	0.6042	0.0972	Typhaang_comp49057_c3_seq1	Typhaang_comp49057_c3_seq3
976	0.0587	0.6042	0.0972	Typhaang_comp49057_c3_seq1	Typhaang_comp49057_c3_seq2
977	0.0000	0.0000	0.4019	Typhaang_comp49059_c0_seq1	Typhaang_comp49059_c0_seq2
978	0.0000	0.0000	0.0010	Typhaang_comp49070_c0_seq1	Typhaang_comp49070_c0_seq2
979	0.1171	1.4265	0.0821	Typhaang_comp49074_c2_seq1	Typhaang_comp49074_c2_seq2
980	0.0000	0.0000	0.3795	Typhaang_comp49081_c1_seq1	Typhaang_comp49081_c1_seq2
981	0.0000	0.0000	0.1639	Typhaang_comp49081_c1_seq1	Typhaang_comp49081_c1_seq4
982	0.0000	0.0000	0.1639	Typhaang_comp49081_c1_seq2	Typhaang_comp49081_c1_seq3
983	0.0000	0.0000	0.1639	Typhaang_comp49081_c1_seq3	Typhaang_comp49081_c1_seq4
984	0.2123	0.9518	0.2231	Typhaang_comp49082_c0_seq1	Typhaang_comp49082_c0_seq6
985	0.2123	0.9518	0.2231	Typhaang_comp49082_c0_seq3	Typhaang_comp49082_c0_seq6
986	0.0000	0.0000	0.0010	Typhaang_comp49087_c1_seq1	Typhaang_comp49087_c1_seq2
987	0.0000	0.0000	0.0010	Typhaang_comp49087_c1_seq1	Typhaang_comp49087_c1_seq4
988	0.0057	0.0084	0.6768	Typhaang_comp49087_c1_seq1	Typhaang_comp49087_c1_seq6
989	0.0000	0.0000	0.4018	Typhaang_comp49087_c1_seq1	Typhaang_comp49087_c1_seq10
990	0.0057	0.0084	0.6768	Typhaang_comp49087_c1_seq2	Typhaang_comp49087_c1_seq6
991	0.0065	0.0103	0.6329	Typhaang_comp49087_c1_seq4	Typhaang_comp49087_c1_seq6
992	0.0057	0.0084	0.6768	Typhaang_comp49087_c1_seq5	Typhaang_comp49087_c1_seq6
993	0.0000	0.0000	0.4018	Typhaang_comp49099_c1_seq1	Typhaang_comp49099_c1_seq2
994	0.0356	0.3508	0.1015	Typhaang_comp49108_c0_seq1	Typhaang_comp49108_c0_seq2
995	0.0342	0.3432	0.0997	Typhaang_comp49108_c0_seq2	Typhaang_comp49108_c0_seq3
996	0.0005	0.4561	0.0010	Typhaang_comp49114_c0_seq1	Typhaang_comp49114_c0_seq2
997	0.0546	0.3154	0.1731	Typhaang_comp49119_c1_seq1	Typhaang_comp49119_c1_seq2
998	0.0122	0.0623	0.1962	Typhaang_comp49127_c0_seq1	Typhaang_comp49127_c0_seq5
999	0.0122	0.0623	0.1962	Typhaang_comp49127_c0_seq1	Typhaang_comp49127_c0_seq2
1000	0.0000	0.0000	0.4019	Typhaang_comp49142_c0_seq2	Typhaang_comp49142_c0_seq3
1001	0.0000	0.0000	0.4019	Typhaang_comp49142_c0_seq2	Typhaang_comp49142_c0_seq7
1002	0.0000	0.0000	0.4019	Typhaang_comp49142_c0_seq2	Typhaang_comp49142_c0_seq4
1003	0.0128	0.1673	0.0767	Typhaang_comp49146_c0_seq1	Typhaang_comp49146_c0_seq3
1004	0.1288	0.6353	0.2027	Typhaang_comp49146_c0_seq1	Typhaang_comp49146_c0_seq5
1005	0.1138	0.3281	0.3470	Typhaang_comp49146_c0_seq3	Typhaang_comp49146_c0_seq5
1006	0.0000	0.0027	0.0010	Typhaang_comp49150_c0_seq1	Typhaang_comp49150_c0_seq4
1007	0.0000	0.0027	0.0010	Typhaang_comp49150_c0_seq1	Typhaang_comp49150_c0_seq3
1008	0.0000	0.0027	0.0010	Typhaang_comp49150_c0_seq2	Typhaang_comp49150_c0_seq4
1009	0.0000	0.0027	0.0010	Typhaang_comp49150_c0_seq2	Typhaang_comp49150_c0_seq3
1010	0.0000	0.0000	0.0010	Typhaang_comp49151_c0_seq1	Typhaang_comp49151_c0_seq2
1011	0.0000	0.0000	0.4018	Typhaang_comp49151_c0_seq2	Typhaang_comp49151_c0_seq3
1012	0.0000	0.0036	0.0010	Typhaang_comp49154_c0_seq1	Typhaang_comp49154_c0_seq4
1013	0.0000	0.0036	0.0010	Typhaang_comp49154_c0_seq1	Typhaang_comp49154_c0_seq3
1014	0.0000	0.0036	0.0010	Typhaang_comp49154_c0_seq2	Typhaang_comp49154_c0_seq4
1015	0.0000	0.0036	0.0010	Typhaang_comp49154_c0_seq2	Typhaang_comp49154_c0_seq3
1016	0.0171	0.9242	0.0185	Typhaang_comp49155_c0_seq1	Typhaang_comp49155_c0_seq2
1017	0.0178	1.0945	0.0162	Typhaang_comp49155_c0_seq1	Typhaang_comp49155_c0_seq3
1018	0.0558	0.5464	0.1022	Typhaang_comp49168_c1_seq1	Typhaang_comp49168_c1_seq2
1019	0.0044	0.0070	0.6207	Typhaang_comp49181_c0_seq1	Typhaang_comp49181_c0_seq3
1020	0.0016	0.0000	99.0000	Typhaang_comp49181_c0_seq1	Typhaang_comp49181_c0_seq2
1021	0.0061	0.0071	0.8600	Typhaang_comp49181_c0_seq1	Typhaang_comp49181_c0_seq4
1022	0.0044	0.0071	0.6177	Typhaang_comp49181_c0_seq2	Typhaang_comp49181_c0_seq4
1023	0.0061	0.0071	0.8600	Typhaang_comp49181_c0_seq2	Typhaang_comp49181_c0_seq3
1024	0.0062	0.0086	0.7244	Typhaang_comp49181_c0_seq2	Typhaang_comp49181_c0_seq5
1025	0.0016	0.0000	99.0000	Typhaang_comp49181_c0_seq3	Typhaang_comp49181_c0_seq4
1026	0.0061	0.0001	99.0000	Typhaang_comp49181_c0_seq4	Typhaang_comp49181_c0_seq5
1027	0.0052	0.0874	0.0599	Typhaang_comp49183_c0_seq1	Typhaang_comp49183_c0_seq2
1028	0.0107	0.1797	0.0597	Typhaang_comp49183_c0_seq2	Typhaang_comp49183_c0_seq3
1029	0.0000	0.0000	1.1905	Typhaang_comp49190_c0_seq1	Typhaang_comp49190_c0_seq2
1030	0.0000	0.0051	0.0010	Typhaang_comp49190_c0_seq1	Typhaang_comp49190_c0_seq5
1031	0.0000	0.0000	0.0010	Typhaang_comp49190_c0_seq1	Typhaang_comp49190_c0_seq6
1032	0.0000	0.0067	0.0010	Typhaang_comp49190_c0_seq1	Typhaang_comp49190_c0_seq8
1033	0.0000	0.0051	0.0010	Typhaang_comp49190_c0_seq2	Typhaang_comp49190_c0_seq3
1034	0.0000	0.0000	0.0010	Typhaang_comp49190_c0_seq2	Typhaang_comp49190_c0_seq4
1035	0.0000	0.0067	0.0010	Typhaang_comp49190_c0_seq2	Typhaang_comp49190_c0_seq7
1036	0.0000	0.0000	2.7137	Typhaang_comp49190_c0_seq3	Typhaang_comp49190_c0_seq5
1037	0.0000	0.0000	0.7651	Typhaang_comp49190_c0_seq3	Typhaang_comp49190_c0_seq8
1038	0.0000	0.0067	0.0010	Typhaang_comp49190_c0_seq3	Typhaang_comp49190_c0_seq6
1039	0.0000	0.0000	0.0010	Typhaang_comp49190_c0_seq4	Typhaang_comp49190_c0_seq6
1040	0.0000	0.0067	0.0010	Typhaang_comp49190_c0_seq4	Typhaang_comp49190_c0_seq8
1041	0.0000	0.0067	0.0010	Typhaang_comp49190_c0_seq4	Typhaang_comp49190_c0_seq5
1042	0.0000	0.0000	0.7651	Typhaang_comp49190_c0_seq5	Typhaang_comp49190_c0_seq7
1043	0.0000	0.0067	0.0010	Typhaang_comp49190_c0_seq6	Typhaang_comp49190_c0_seq7
1044	0.0000	0.0000	0.7651	Typhaang_comp49190_c0_seq7	Typhaang_comp49190_c0_seq8
1045	0.0020	0.0131	0.1558	Typhaang_comp49193_c0_seq1	Typhaang_comp49193_c0_seq2
1046	0.0462	0.7421	0.0623	Typhaang_comp49201_c0_seq1	Typhaang_comp49201_c0_seq3
1047	0.0462	0.7421	0.0623	Typhaang_comp49201_c0_seq2	Typhaang_comp49201_c0_seq3
1048	0.0000	0.0125	0.0010	Typhaang_comp49214_c0_seq1	Typhaang_comp49214_c0_seq2
1049	0.0150	0.0205	0.7341	Typhaang_comp49217_c0_seq1	Typhaang_comp49217_c0_seq2
1050	0.0324	1.3503	0.0240	Typhaang_comp49221_c0_seq1	Typhaang_comp49221_c0_seq2
1051	0.1817	0.4894	0.3711	Typhaang_comp49223_c0_seq1	Typhaang_comp49223_c0_seq2
1052	0.0034	0.6000	0.0057	Typhaang_comp49225_c1_seq1	Typhaang_comp49225_c1_seq2
1053	0.0014	0.0028	0.4895	Typhaang_comp49229_c0_seq1	Typhaang_comp49229_c0_seq3
1054	0.0014	0.0029	0.4917	Typhaang_comp49229_c0_seq1	Typhaang_comp49229_c0_seq4
1055	0.0014	0.0029	0.4917	Typhaang_comp49229_c0_seq2	Typhaang_comp49229_c0_seq4
1056	0.0014	0.0029	0.4917	Typhaang_comp49229_c0_seq2	Typhaang_comp49229_c0_seq3
1057	0.0060	0.6575	0.0092	Typhaang_comp49235_c1_seq1	Typhaang_comp49235_c1_seq2
1058	0.1034	1.5190	0.0681	Typhaang_comp49238_c3_seq1	Typhaang_comp49238_c3_seq2
1059	0.0230	0.5602	0.0411	Typhaang_comp49240_c0_seq1	Typhaang_comp49240_c0_seq2
1060	0.0132	1.4268	0.0093	Typhaang_comp49241_c0_seq1	Typhaang_comp49241_c0_seq2
1061	0.0132	1.4268	0.0093	Typhaang_comp49241_c0_seq2	Typhaang_comp49241_c0_seq3
1062	0.0580	0.7075	0.0820	Typhaang_comp49245_c1_seq1	Typhaang_comp49245_c1_seq5
1063	0.0580	0.7075	0.0820	Typhaang_comp49245_c1_seq1	Typhaang_comp49245_c1_seq4
1064	0.0580	0.7075	0.0820	Typhaang_comp49245_c1_seq1	Typhaang_comp49245_c1_seq3
1065	0.0580	0.7075	0.0820	Typhaang_comp49245_c1_seq1	Typhaang_comp49245_c1_seq2
1066	0.0697	0.7107	0.0981	Typhaang_comp49248_c0_seq1	Typhaang_comp49248_c0_seq3
1067	0.0700	0.7031	0.0996	Typhaang_comp49248_c0_seq1	Typhaang_comp49248_c0_seq4
1068	0.0697	0.7107	0.0981	Typhaang_comp49248_c0_seq2	Typhaang_comp49248_c0_seq3
1069	0.0700	0.7031	0.0996	Typhaang_comp49248_c0_seq2	Typhaang_comp49248_c0_seq4
1070	0.0000	0.0000	0.0010	Typhaang_comp49248_c0_seq3	Typhaang_comp49248_c0_seq4
1071	0.0164	0.0186	0.8784	Typhaang_comp49253_c0_seq1	Typhaang_comp49253_c0_seq3
1072	0.0164	0.0186	0.8784	Typhaang_comp49253_c0_seq2	Typhaang_comp49253_c0_seq3
1073	0.0331	0.8557	0.0387	Typhaang_comp49257_c0_seq1	Typhaang_comp49257_c0_seq3
1074	0.0110	0.8004	0.0138	Typhaang_comp49259_c0_seq1	Typhaang_comp49259_c0_seq2
1075	0.0000	0.0028	0.0010	Typhaang_comp49262_c0_seq1	Typhaang_comp49262_c0_seq2
1076	0.0630	0.6615	0.0952	Typhaang_comp49273_c0_seq1	Typhaang_comp49273_c0_seq5
1077	0.0630	0.6615	0.0952	Typhaang_comp49273_c0_seq2	Typhaang_comp49273_c0_seq5
1078	0.0630	0.6615	0.0952	Typhaang_comp49273_c0_seq3	Typhaang_comp49273_c0_seq5
1079	0.0630	0.6615	0.0952	Typhaang_comp49273_c0_seq4	Typhaang_comp49273_c0_seq5
1080	0.0000	0.0000	0.4109	Typhaang_comp49277_c0_seq1	Typhaang_comp49277_c0_seq4
1081	0.0000	0.0000	0.4109	Typhaang_comp49277_c0_seq1	Typhaang_comp49277_c0_seq2
1082	0.0000	0.0000	0.4109	Typhaang_comp49277_c0_seq2	Typhaang_comp49277_c0_seq3
1083	0.0000	0.0000	0.4109	Typhaang_comp49277_c0_seq3	Typhaang_comp49277_c0_seq4
1084	0.0014	0.0000	99.0000	Typhaang_comp49283_c0_seq1	Typhaang_comp49283_c0_seq2
1085	0.0417	0.1122	0.3718	Typhaang_comp49284_c0_seq1	Typhaang_comp49284_c0_seq2
1086	0.0706	0.3656	0.1931	Typhaang_comp49291_c0_seq1	Typhaang_comp49291_c0_seq2
1087	0.0856	0.4706	0.1818	Typhaang_comp49291_c0_seq1	Typhaang_comp49291_c0_seq4
1088	0.1113	0.9842	0.1130	Typhaang_comp49291_c0_seq1	Typhaang_comp49291_c0_seq5
1089	0.0856	0.4706	0.1818	Typhaang_comp49291_c0_seq2	Typhaang_comp49291_c0_seq3
1090	0.1113	0.9842	0.1130	Typhaang_comp49291_c0_seq2	Typhaang_comp49291_c0_seq5
1091	0.0845	0.4701	0.1797	Typhaang_comp49291_c0_seq3	Typhaang_comp49291_c0_seq4
1092	0.1204	0.9875	0.1220	Typhaang_comp49291_c0_seq3	Typhaang_comp49291_c0_seq5
1093	0.1204	0.9875	0.1220	Typhaang_comp49291_c0_seq4	Typhaang_comp49291_c0_seq5
1094	0.0000	0.0000	0.0010	Typhaang_comp49296_c0_seq1	Typhaang_comp49296_c0_seq4
1095	0.0000	0.0000	0.0010	Typhaang_comp49296_c0_seq1	Typhaang_comp49296_c0_seq3
1096	0.0000	0.0000	0.4018	Typhaang_comp49296_c0_seq2	Typhaang_comp49296_c0_seq4
1097	0.0000	0.0000	0.0010	Typhaang_comp49296_c0_seq2	Typhaang_comp49296_c0_seq3
1098	0.0000	0.0048	0.0010	Typhaang_comp49298_c0_seq1	Typhaang_comp49298_c0_seq2
1099	0.0527	0.1457	0.3616	Typhaang_comp49301_c0_seq1	Typhaang_comp49301_c0_seq2
1100	0.0441	0.1373	0.3213	Typhaang_comp49301_c0_seq1	Typhaang_comp49301_c0_seq3
1101	0.0336	0.2378	0.1414	Typhaang_comp49309_c0_seq1	Typhaang_comp49309_c0_seq2
1102	0.1653	0.7167	0.2307	Typhaang_comp49310_c0_seq2	Typhaang_comp49310_c0_seq3
1103	0.2237	0.7178	0.3117	Typhaang_comp49310_c0_seq2	Typhaang_comp49310_c0_seq5
1104	0.2185	0.7177	0.3044	Typhaang_comp49310_c0_seq2	Typhaang_comp49310_c0_seq4
1105	0.0036	0.0087	0.4206	Typhaang_comp49311_c1_seq1	Typhaang_comp49311_c1_seq5
1106	0.0087	0.0293	0.2976	Typhaang_comp49311_c1_seq2	Typhaang_comp49311_c1_seq5
1107	0.0386	0.1419	0.2722	Typhaang_comp49312_c1_seq1	Typhaang_comp49312_c1_seq2
1108	0.0000	0.0000	0.4018	Typhaang_comp49313_c0_seq1	Typhaang_comp49313_c0_seq4
1109	0.0000	0.0000	0.4018	Typhaang_comp49313_c0_seq1	Typhaang_comp49313_c0_seq3
1110	0.0000	0.0000	0.4018	Typhaang_comp49313_c0_seq2	Typhaang_comp49313_c0_seq4
1111	0.0000	0.0000	0.4018	Typhaang_comp49313_c0_seq2	Typhaang_comp49313_c0_seq3
1112	0.0060	0.0154	0.3886	Typhaang_comp49317_c0_seq1	Typhaang_comp49317_c0_seq2
1113	0.0874	0.6457	0.1354	Typhaang_comp49318_c0_seq1	Typhaang_comp49318_c0_seq2
1114	0.0737	0.4269	0.1726	Typhaang_comp49318_c0_seq2	Typhaang_comp49318_c0_seq3
1115	0.0148	0.5261	0.0282	Typhaang_comp49319_c0_seq1	Typhaang_comp49319_c0_seq2
1116	0.0000	0.0000	0.4023	Typhaang_comp49326_c2_seq1	Typhaang_comp49326_c2_seq2
1117	0.0000	0.0000	0.4002	Typhaang_comp49326_c2_seq1	Typhaang_comp49326_c2_seq4
1118	0.0379	0.1797	0.2107	Typhaang_comp49327_c1_seq1	Typhaang_comp49327_c1_seq2
1119	0.0080	0.0544	0.1465	Typhaang_comp49329_c2_seq1	Typhaang_comp49329_c2_seq2
1120	0.0362	0.1006	0.3597	Typhaang_comp49332_c1_seq1	Typhaang_comp49332_c1_seq5
1121	0.0120	0.0123	0.9800	Typhaang_comp49333_c0_seq12	Typhaang_comp49333_c0_seq25
1122	0.0120	0.0123	0.9800	Typhaang_comp49333_c0_seq12	Typhaang_comp49333_c0_seq23
1123	0.0120	0.0123	0.9800	Typhaang_comp49333_c0_seq12	Typhaang_comp49333_c0_seq15
1124	0.0120	0.0123	0.9800	Typhaang_comp49333_c0_seq15	Typhaang_comp49333_c0_seq27
1125	0.0120	0.0123	0.9800	Typhaang_comp49333_c0_seq15	Typhaang_comp49333_c0_seq26
1126	0.0120	0.0123	0.9800	Typhaang_comp49333_c0_seq23	Typhaang_comp49333_c0_seq27
1127	0.0120	0.0123	0.9800	Typhaang_comp49333_c0_seq23	Typhaang_comp49333_c0_seq26
1128	0.0120	0.0123	0.9800	Typhaang_comp49333_c0_seq25	Typhaang_comp49333_c0_seq27
1129	0.0120	0.0123	0.9800	Typhaang_comp49333_c0_seq25	Typhaang_comp49333_c0_seq26
1130	0.1027	0.6116	0.1679	Typhaang_comp49339_c0_seq2	Typhaang_comp49339_c0_seq3
1131	0.1045	0.7216	0.1449	Typhaang_comp49339_c0_seq2	Typhaang_comp49339_c0_seq6
1132	0.1204	0.7402	0.1627	Typhaang_comp49339_c0_seq2	Typhaang_comp49339_c0_seq8
1133	0.0000	0.0219	0.0010	Typhaang_comp49339_c0_seq3	Typhaang_comp49339_c0_seq8
1134	0.0080	0.0054	1.4939	Typhaang_comp49339_c0_seq6	Typhaang_comp49339_c0_seq8
1135	0.0000	0.0000	0.3594	Typhaang_comp49347_c0_seq1	Typhaang_comp49347_c0_seq2
1136	0.0000	0.0000	0.3594	Typhaang_comp49347_c0_seq2	Typhaang_comp49347_c0_seq3
1137	0.3816	0.9323	0.4093	Typhaang_comp49348_c0_seq1	Typhaang_comp49348_c0_seq2
1138	0.3920	1.2683	0.3091	Typhaang_comp49348_c0_seq1	Typhaang_comp49348_c0_seq3
1139	0.0085	0.0726	0.1165	Typhaang_comp49348_c0_seq2	Typhaang_comp49348_c0_seq3
1140	0.0990	0.4442	0.2230	Typhaang_comp49356_c0_seq1	Typhaang_comp49356_c0_seq2
1141	0.1067	0.5445	0.1959	Typhaang_comp49356_c0_seq1	Typhaang_comp49356_c0_seq3
1142	0.0000	0.0051	0.0010	Typhaang_comp49360_c0_seq1	Typhaang_comp49360_c0_seq2
1143	0.0047	0.0065	0.7224	Typhaang_comp49364_c0_seq1	Typhaang_comp49364_c0_seq2
1144	0.0061	0.0078	0.7808	Typhaang_comp49364_c0_seq1	Typhaang_comp49364_c0_seq5
1145	0.0942	0.4755	0.1981	Typhaang_comp49370_c0_seq1	Typhaang_comp49370_c0_seq4
1146	0.0000	0.0000	0.4019	Typhaang_comp49371_c0_seq1	Typhaang_comp49371_c0_seq3
1147	0.0000	0.0000	0.4019	Typhaang_comp49371_c0_seq2	Typhaang_comp49371_c0_seq3
1148	0.1864	0.6697	0.2784	Typhaang_comp49377_c0_seq1	Typhaang_comp49377_c0_seq2
1149	0.0089	0.0086	1.0374	Typhaang_comp49380_c0_seq1	Typhaang_comp49380_c0_seq2
1150	0.0000	0.0113	0.0010	Typhaang_comp49385_c0_seq3	Typhaang_comp49385_c0_seq4
1151	0.0112	0.2425	0.0461	Typhaang_comp49388_c0_seq1	Typhaang_comp49388_c0_seq4
1152	0.2664	0.7365	0.3617	Typhaang_comp49388_c0_seq1	Typhaang_comp49388_c0_seq3
1153	0.0112	0.2425	0.0461	Typhaang_comp49388_c0_seq2	Typhaang_comp49388_c0_seq4
1154	0.2664	0.7365	0.3617	Typhaang_comp49388_c0_seq2	Typhaang_comp49388_c0_seq3
1155	0.0122	0.2591	0.0470	Typhaang_comp49391_c0_seq1	Typhaang_comp49391_c0_seq2
1156	0.2194	0.6082	0.3608	Typhaang_comp49392_c0_seq2	Typhaang_comp49392_c0_seq4
1157	0.0451	0.5238	0.0861	Typhaang_comp49405_c0_seq2	Typhaang_comp49405_c0_seq5
1158	0.0098	0.0206	0.4746	Typhaang_comp49406_c1_seq1	Typhaang_comp49406_c1_seq2
1159	0.0098	0.0206	0.4746	Typhaang_comp49406_c1_seq2	Typhaang_comp49406_c1_seq3
1160	0.1701	0.3943	0.4314	Typhaang_comp49409_c1_seq1	Typhaang_comp49409_c1_seq2
1161	0.0000	0.0000	0.4020	Typhaang_comp49422_c0_seq1	Typhaang_comp49422_c0_seq2
1162	0.1815	0.2964	0.6124	Typhaang_comp49425_c2_seq1	Typhaang_comp49425_c2_seq3
1163	0.1785	0.3211	0.5559	Typhaang_comp49425_c2_seq2	Typhaang_comp49425_c2_seq3
1164	0.0000	0.0000	0.4019	Typhaang_comp49433_c0_seq1	Typhaang_comp49433_c0_seq2
1165	0.1863	0.7195	0.2589	Typhaang_comp49439_c1_seq1	Typhaang_comp49439_c1_seq2
1166	0.1262	0.4277	0.2951	Typhaang_comp49441_c0_seq1	Typhaang_comp49441_c0_seq2
1167	0.0579	0.3508	0.1652	Typhaang_comp49441_c0_seq2	Typhaang_comp49441_c0_seq3
1168	0.0090	0.0986	0.0911	Typhaang_comp49443_c0_seq1	Typhaang_comp49443_c0_seq2
1169	0.0000	0.0000	0.4019	Typhaang_comp49443_c1_seq1	Typhaang_comp49443_c1_seq2
1170	0.0065	0.6671	0.0098	Typhaang_comp49444_c0_seq1	Typhaang_comp49444_c0_seq3
1171	0.0065	0.6671	0.0098	Typhaang_comp49444_c0_seq2	Typhaang_comp49444_c0_seq3
1172	0.0590	0.7831	0.0753	Typhaang_comp49449_c0_seq1	Typhaang_comp49449_c0_seq10
1173	0.0489	0.7683	0.0637	Typhaang_comp49449_c0_seq1	Typhaang_comp49449_c0_seq8
1174	0.0750	0.6227	0.1205	Typhaang_comp49449_c0_seq1	Typhaang_comp49449_c0_seq14
1175	0.0000	0.0074	0.0010	Typhaang_comp49449_c0_seq10	Typhaang_comp49449_c0_seq14
1176	0.0590	0.7831	0.0753	Typhaang_comp49449_c0_seq10	Typhaang_comp49449_c0_seq5
1177	0.0590	0.7831	0.0753	Typhaang_comp49449_c0_seq10	Typhaang_comp49449_c0_seq3
1178	0.0041	0.0172	0.2356	Typhaang_comp49449_c0_seq14	Typhaang_comp49449_c0_seq8
1179	0.0750	0.6227	0.1205	Typhaang_comp49449_c0_seq14	Typhaang_comp49449_c0_seq5
1180	0.0750	0.6227	0.1205	Typhaang_comp49449_c0_seq14	Typhaang_comp49449_c0_seq3
1181	0.0489	0.7683	0.0637	Typhaang_comp49449_c0_seq3	Typhaang_comp49449_c0_seq8
1182	0.0489	0.7683	0.0637	Typhaang_comp49449_c0_seq5	Typhaang_comp49449_c0_seq8
1183	0.0000	0.0000	0.3891	Typhaang_comp49449_c1_seq2	Typhaang_comp49449_c1_seq4
1184	0.0000	0.0000	0.4002	Typhaang_comp49449_c1_seq2	Typhaang_comp49449_c1_seq3
1185	0.0285	0.9419	0.0303	Typhaang_comp49451_c1_seq1	Typhaang_comp49451_c1_seq2
1186	0.0186	1.4560	0.0127	Typhaang_comp49451_c1_seq2	Typhaang_comp49451_c1_seq3
1187	0.0000	0.0028	0.0010	Typhaang_comp49460_c0_seq1	Typhaang_comp49460_c0_seq2
1188	0.0000	0.0065	0.0010	Typhaang_comp49462_c0_seq1	Typhaang_comp49462_c0_seq2
1189	0.0002	0.2202	0.0010	Typhaang_comp49462_c0_seq1	Typhaang_comp49462_c0_seq3
1190	0.0058	0.5536	0.0105	Typhaang_comp49462_c0_seq1	Typhaang_comp49462_c0_seq4
1191	0.0002	0.2304	0.0010	Typhaang_comp49462_c0_seq2	Typhaang_comp49462_c0_seq3
1192	0.0058	0.5703	0.0102	Typhaang_comp49462_c0_seq2	Typhaang_comp49462_c0_seq4
1193	0.0058	0.5229	0.0111	Typhaang_comp49462_c0_seq3	Typhaang_comp49462_c0_seq4
1194	0.0000	0.0000	0.0010	Typhaang_comp49468_c0_seq1	Typhaang_comp49468_c0_seq2
1195	0.1023	0.4728	0.2163	Typhaang_comp49470_c0_seq1	Typhaang_comp49470_c0_seq2
1196	0.0000	0.0199	0.0010	Typhaang_comp49471_c0_seq1	Typhaang_comp49471_c0_seq2
1197	0.0256	0.5151	0.0497	Typhaang_comp49487_c0_seq1	Typhaang_comp49487_c0_seq2
1198	0.1839	2.2557	0.0815	Typhaang_comp49493_c0_seq1	Typhaang_comp49493_c0_seq2
1199	0.0000	0.0000	0.3182	Typhaang_comp49494_c0_seq1	Typhaang_comp49494_c0_seq2
1200	0.0000	0.0000	0.0010	Typhaang_comp49494_c0_seq1	Typhaang_comp49494_c0_seq4
1201	0.0015	0.0000	99.0000	Typhaang_comp49494_c0_seq2	Typhaang_comp49494_c0_seq3
1202	0.0014	0.0000	99.0000	Typhaang_comp49494_c0_seq3	Typhaang_comp49494_c0_seq4
1203	0.2510	0.8877	0.2828	Typhaang_comp49495_c0_seq4	Typhaang_comp49495_c0_seq8
1204	0.2510	0.8877	0.2828	Typhaang_comp49495_c0_seq8	Typhaang_comp49495_c0_seq9
1205	0.0000	0.0000	0.3547	Typhaang_comp49504_c3_seq1	Typhaang_comp49504_c3_seq2
1206	0.1612	0.6009	0.2682	Typhaang_comp49504_c3_seq1	Typhaang_comp49504_c3_seq3
1207	0.1612	0.6009	0.2682	Typhaang_comp49504_c3_seq2	Typhaang_comp49504_c3_seq3
1208	0.0000	0.0039	0.0010	Typhaang_comp49507_c0_seq1	Typhaang_comp49507_c0_seq2
1209	0.0000	0.0031	0.0010	Typhaang_comp49509_c0_seq1	Typhaang_comp49509_c0_seq2
1210	0.0510	0.1936	0.2632	Typhaang_comp49516_c1_seq1	Typhaang_comp49516_c1_seq4
1211	0.1491	0.6110	0.2440	Typhaang_comp49516_c1_seq10	Typhaang_comp49516_c1_seq9
1212	0.2268	3.6645	0.0619	Typhaang_comp49516_c1_seq10	Typhaang_comp49516_c1_seq8
1213	0.2268	3.6645	0.0619	Typhaang_comp49516_c1_seq10	Typhaang_comp49516_c1_seq7
1214	0.0510	0.1936	0.2632	Typhaang_comp49516_c1_seq2	Typhaang_comp49516_c1_seq4
1215	0.0510	0.1936	0.2632	Typhaang_comp49516_c1_seq3	Typhaang_comp49516_c1_seq4
1216	0.0639	0.5833	0.1096	Typhaang_comp49516_c1_seq7	Typhaang_comp49516_c1_seq9
1217	0.0639	0.5833	0.1096	Typhaang_comp49516_c1_seq8	Typhaang_comp49516_c1_seq9
1218	0.1013	0.5628	0.1800	Typhaang_comp49528_c0_seq1	Typhaang_comp49528_c0_seq3
1219	0.1013	0.5628	0.1800	Typhaang_comp49528_c0_seq2	Typhaang_comp49528_c0_seq3
1220	0.0359	0.6799	0.0528	Typhaang_comp49530_c0_seq1	Typhaang_comp49530_c0_seq2
